,strategy2,QQQ
2023-08-11,3.6275842218044847,2.434128013844912
2023-08-14,3.6613772759151804,2.461444309455909
2023-08-15,3.6038154789486416,2.435324131045412
2023-08-16,3.539371353698659,2.4095370328905403
2023-08-17,3.4859593384463907,2.383217501613293
2023-08-18,3.4609077795996255,2.3802270022426164
2023-08-21,3.5445747424257688,2.41857518832758
2023-08-22,3.541709296921241,2.4151193258983934
2023-08-23,3.6026899811888535,2.4532027400081597
2023-08-24,3.5160470673213036,2.400763649428697
2023-08-25,3.549818011085642,2.4193730125334345
2023-08-28,3.5749804823274935,2.437583876274099
2023-08-29,3.684536128200504,2.4908207910594165
2023-08-30,3.689082908883959,2.5047106917317468
2023-08-31,3.7110971913389994,2.512221507037507
2023-09-01,3.6791228246079832,2.5095628497058926
2023-09-05,3.713836744172079,2.512753321051601
2023-09-06,3.6765152437261515,2.490621231823239
2023-09-07,3.6768126731586355,2.472809073816074
2023-09-08,3.6746012858591866,2.476264936245261
2023-09-11,3.7953819658757473,2.505442064982018
2023-09-12,3.7386792128772015,2.4776610254207925
2023-09-13,3.780226756979127,2.4870989184384684
2023-09-14,3.8225042745386775,2.5074364191272265
2023-09-15,3.7464690780946484,2.4645010534127416
2023-09-18,3.7325848351754467,2.4670703527823448
2023-09-19,3.7283432137210895,2.4618122661447446
2023-09-20,3.6639906092917967,2.426336536118055
2023-09-21,3.5788600954528107,2.3818748621194263
2023-09-22,3.5604055467017157,2.3822081487444793
2023-09-25,3.5874215390277198,2.393522765333816
2023-09-26,3.526540735113163,2.357581053140334
2023-09-27,3.5237719323572847,2.3631053563391218
2023-09-28,3.568944926018368,2.3828734837780217
2023-09-29,3.5704494154861557,2.3846040977951697
2023-10-02,3.6201805327858123,2.4045049207758087
2023-10-03,3.5453662245441295,2.3623067066555583
2023-10-04,3.6266793992838595,2.394454729667401
2023-10-05,3.61333730358036,2.387399578057069
